"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1706002580055150865","Sun Sep 24 17:48:05 +0000 2023","0"," #gökyüzü #Samsunga54 #Samsung https://t.co/kLZm9GOfl9","1706002580055150865","https://pbs.twimg.com/media/F6zwThZXYAA4XAl.jpg","","qme","Sakarya, Türkiye","0","0","0","https://x.com/halenurkeskinn_/status/1706002580055150865","2205040219","halenurkeskinn_"
"1709454360302833955","Wed Oct 04 06:24:14 +0000 2023","1","Güneşin görüntüsü..️#Güneş #samsunga54 https://t.co/7lnRCetoh0","1709454360302833955","https://pbs.twimg.com/media/F7kzrmhWkAAAUVm.jpg","","tr","Sakarya, Türkiye","0","0","0","https://x.com/halenurkeskinn_/status/1709454360302833955","2205040219","halenurkeskinn_"
"1747284348141994284","Tue Jan 16 15:47:06 +0000 2024","3","wts Samsung Galaxy A54 8/256 garansi resmi garansi masih ada 5.2 nego yaaa cod/shopee/tokped bisa yaaaa buat yg minat langsung dm aja #samsunga54 #wtssamsunga54 #jualhpsamsung https://t.co/cJDaYTGP2r","1747284348141994284","https://pbs.twimg.com/media/GD-Z0gTbEAA33mS.jpg","","in","","1","3","1","https://x.com/_____libra_____/status/1747284348141994284","2400270588","_____libra_____"
"1662141555044392961","Fri May 26 17:00:02 +0000 2023","0","¿Buscas un gran celular al mejor precio? ¡Aquí está! Con alta resistencia contra polvo y agua una cámara de alta gama además de altavoces estéreo el Samsung A54 es una excelente opción. ¿Tienes alguna duda? Contáctanos por WhatsApp 55 6809 0806. #ATTVIPMX #SamsungA54 https://t.co/EoC1K6Jqyb","1662141555044392961","https://pbs.twimg.com/media/Fw1n26iX0AM8ifS.jpg","","es","","0","0","0","https://x.com/ATTVIP_MX/status/1662141555044392961","1443640484707061766","ATTVIP_MX"
"1784018560357904631","Sat Apr 27 00:35:44 +0000 2024","7","#flower #nature #photography #samsungA54 https://t.co/Et4T7mCSZR","1784018560357904631","https://pbs.twimg.com/media/GMIbbSWWsAEBGPx.jpg","","qme","","0","0","1","https://x.com/hspc321/status/1784018560357904631","1546369003","hspc321"
"1758499662410186905","Fri Feb 16 14:32:45 +0000 2024","2","#nightview #photography #samsunga54 https://t.co/rn5qpoXcAz","1758499662410186905","https://pbs.twimg.com/media/GGdyGn4aoAAbFsL.jpg","","qme","","0","0","1","https://x.com/yellow_future00/status/1758499662410186905","1198838004","yellow_future00"
"1707153354403553364","Wed Sep 27 22:00:51 +0000 2023","3","New Phone Day #NewPhone #SamsungA54 https://t.co/clwz82q3Uu","1707153354403553364","https://pbs.twimg.com/media/F7EG7bbXUAANpc-.jpg","","en","Wishaw","0","0","0","https://x.com/SharonMcfadyen/status/1707153354403553364","2767597036","SharonMcfadyen"
"1792705923024404505","Mon May 20 23:56:13 +0000 2024","43","Victoria Day #photography #nature #samsungA54 https://t.co/lfyDlNP2Hq","1792705923024404505","https://pbs.twimg.com/media/GOD4iUQXEAA_zh5.jpg","","en","","0","1","3","https://x.com/hspc321/status/1792705923024404505","1546369003","hspc321"
"1683387842075176961","Mon Jul 24 08:05:12 +0000 2023","45","Highest ever 5G recorded on my #SamsungA54. Airtel is doing too good!. https://t.co/Q48K8COROq","1683387842075176961","https://pbs.twimg.com/media/F1yYUVZaEAAg4eQ.jpg","","en","","0","0","60","https://x.com/TheLeapKandula/status/1683387842075176961","1385184702688948227","TheLeapKandula"
"1794862784624398771","Sun May 26 22:46:49 +0000 2024","26","May 26 2024 #写真 #photography #nature #samsungA54 https://t.co/YBWGJSQyQr","1794862784624398771","https://pbs.twimg.com/media/GOiiMDbXcAAT2Hf.jpg","","und","","0","0","0","https://x.com/hspc321/status/1794862784624398771","1546369003","hspc321"
"1757261840915337583","Tue Feb 13 04:34:05 +0000 2024","0","#SamsungA55 ใกล้ออกแล้ว ลองมาสำรวจ #SamsungA54 ว่าผ่านมาเกือบปี คนใช้พูดกันยังไงบ้าง ยังน่าใช้มั้ยในปีนี้ ลองเสิชพันทิพดู ปรากฏว่าขัดกับที่เหล่า YouTubers เคยพูดอย่างน่าตกใจ https://t.co/3tCWsZGaLJ","1757261840915337583","https://pbs.twimg.com/media/GGMMVLUaUAAhFJy.jpg","","th","Bangkok, Thailand","0","0","0","https://x.com/tananchai/status/1757261840915337583","61731063","tananchai"
"1804264633647128804","Fri Jun 21 21:26:24 +0000 2024","15","外は36度で太陽が灼熱です 屋内の水道管は「冷や汗」が出るほど熱い... #写真 #nature #photography #summer #samsungA54 https://t.co/4WDMIeOmwh","1804264633647128804","https://pbs.twimg.com/media/GQoJGJjakAQLMys.jpg","","ja","","0","0","0","https://x.com/hspc321/status/1804264633647128804","1546369003","hspc321"
"1799982464594772233","Mon Jun 10 01:50:36 +0000 2024","43","Dragon Boat Festival 2024 #写真 #flower #photography #nature #samsungA54 https://t.co/8ckOzjbXQc","1799982464594772233","https://pbs.twimg.com/media/GPrSguqWIAAmvE8.jpg","","en","","0","0","3","https://x.com/hspc321/status/1799982464594772233","1546369003","hspc321"
"1731218913957208157","Sun Dec 03 07:48:48 +0000 2023","0","Waarom zij beide fotos 23mm terwijl de full meer ingezoomd is dan 3:4 #samsung #samsunga54 https://t.co/SrxKUFZ0VY","1731218913957208157","https://pbs.twimg.com/media/GAaGabmbcAAgWo6.jpg","","nl","","0","0","0","https://x.com/rcsmit/status/1731218913957208157","20826709","rcsmit"
"1713251553186918598","Sat Oct 14 17:52:55 +0000 2023","1","Corona de cristo #copoya #chiapas #NaturePhotography #flower #macro #samsungA54 https://t.co/p8h9i7CyGJ","1713251553186918598","https://pbs.twimg.com/media/F8axNViWMAAz0fg.jpg","","es","Tuxtla Gutiérrez, Chiapas","0","0","0","https://x.com/quijote0581/status/1713251553186918598","148500268","quijote0581"
"1744131764849615331","Sun Jan 07 22:59:51 +0000 2024","0","Flor de cactácea. #NaturePhotography #chiapas #mexico #macrophotography #samsungA54 https://t.co/86bKDZ7oCm","1744131764849615331","https://pbs.twimg.com/media/GDRmiRAXcAAxQIf.jpg","","es","Tuxtla Gutiérrez, Chiapas","0","0","0","https://x.com/quijote0581/status/1744131764849615331","148500268","quijote0581"
"1794596785291444284","Sun May 26 05:09:50 +0000 2024","12","Blue &amp; Green #photography #nature #samsungA54 https://t.co/2KlJZZdtfF","1794596785291444284","https://pbs.twimg.com/media/GOewRAmXEAAEh2v.jpg","","en","","0","0","0","https://x.com/hspc321/status/1794596785291444284","1546369003","hspc321"
"1726192342447579347","Sun Nov 19 10:55:00 +0000 2023","0","¡Qué bonito es el #otoño! #ParqueAndalucía #Alcobendas #SamsungA54 https://t.co/Lq6vnpGQ1K","1726192342447579347","https://pbs.twimg.com/media/F_SW5PQXMAAdRO5.jpg","","es","Granada","0","0","0","https://x.com/julifendez/status/1726192342447579347","115494738","julifendez"
"1679967494994370569","Fri Jul 14 21:33:57 +0000 2023","1","Probando la cámara del #SamsungA54 Not bad eh! https://t.co/eLQlYdE8CF","1679967494994370569","https://pbs.twimg.com/media/F1BxVowXgAESRXD.jpg","","es","Granada","0","0","0","https://x.com/julifendez/status/1679967494994370569","115494738","julifendez"
"1789303268104974700","Sat May 11 14:35:17 +0000 2024","4","One UI 6.1 Schedule Updated date and devices Next target date is now May 14 Galaxy A54 Galaxy A53 Galaxy S21 FE Galaxy S22 series Galaxy Z Fold4 / Flip4 #samsung #oneui #sahejsain #samsunga54 #samsunga53 #samsungs22ultra https://t.co/PDAMKYI2mq","1789303268104974700","https://pbs.twimg.com/media/GNTh1vLXcAEShNV.jpg","","en","Sikar, India","0","0","0","https://x.com/Sahejsain/status/1789303268104974700","1241619224671354880","Sahejsain"
