"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1782973944837870079","Wed Apr 24 03:24:49 +0000 2024","1444","3 Generations of iPhone vs. 3 Generations of Samsung!!! https://t.co/eRss63GRKv","1782973944837870079","https://pbs.twimg.com/media/GL5lVZMXcAAuzvh.jpg","","en","𝕏","46","110","111","https://twitter.com/jaydenstech/status/1782973944837870079","1526519875186868224","jaydenstech"
"1783738529689780729","Fri Apr 26 06:03:00 +0000 2024","783","Samsung flexible screen technology can be worn like a watch. technocraj https://t.co/cPFfO7vodn","1783738529689780729","https://pbs.twimg.com/ext_tw_video_thumb/1764677793357479936/pu/img/TyiUOGyiy15gQK3T.jpg","","en","","21","40","153","https://twitter.com/awkwardgoogle/status/1783738529689780729","476199422","awkwardgoogle"
"1784968157427319245","Mon Apr 29 15:29:06 +0000 2024","26","London has a new event. @visual_platform presents Kings of the World December 14-15 at Samsung KX. Visit https://t.co/8MzbguH6Ms for more info.","1784968157427319245","","","en","England, United Kingdom","1","3","9","https://twitter.com/VPmarcUK/status/1784968157427319245","1002062748","VPmarcUK"
"1783551754279280690","Thu Apr 25 17:40:49 +0000 2024","2780","This is the bottom of the supply chain of your iPhone of your Tesla of your Samsung https://t.co/Z6kMNSYvKB","1783551754279280690","https://pbs.twimg.com/ext_tw_video_thumb/1783551613736468480/pu/img/aAuexwjT0cklhfJ-.jpg","","en","donations: hackerbot.eth","30","52","1049","https://twitter.com/iluminatibot/status/1783551754279280690","3376321847","iluminatibot"
"1783165918958252260","Wed Apr 24 16:07:39 +0000 2024","837","Announcing Theta Hackathon 2024 sponsored by @SamsungNext! It features 4 tracks (GenAI EdgeCloud Video Gaming) and $250k+ in prizes &amp; will be judged by reps from Samsung Next @googlecloud and Theta Labs. Submissions begin May 8th - learn more here! https://t.co/bP1FQwaojf https://t.co/homb2aH9yS","1783165918958252260","https://pbs.twimg.com/media/GL8T066WoAANFmr.jpg","","en","San Jose, CA","25","42","231","https://twitter.com/Theta_Network/status/1783165918958252260","918994376105197568","Theta_Network"
"1784636277511332002","Sun Apr 28 17:30:20 +0000 2024","41","My history with Samsung https://t.co/izArDiG1ud","1784636277511332002","https://pbs.twimg.com/media/GMRNOwqXsAAcZbe.jpg","","en","","1","4","3","https://twitter.com/S25Ultra2025/status/1784636277511332002","1757119092480225280","S25Ultra2025"
"1784230466947817855","Sat Apr 27 14:37:47 +0000 2024","4296","Happy Mint-versary my fellow IOs! OG will remember this video What a ride it has been for the last 2 years. Glad we've come so far. We started as a NFT project and now here we are : - Collaborating with 2 x billion dollar companies. HUGO BOSS / Samsung - Launching 2 x https://t.co/8W0AghyVgi","1784230466947817855","https://pbs.twimg.com/ext_tw_video_thumb/1784228892578066432/pu/img/QUhmSF-Vfm3nN70a.jpg","","en","Singapore","251","1486","2564","https://twitter.com/cmttat/status/1784230466947817855","59423120","cmttat"
"1784891241122914468","Mon Apr 29 10:23:28 +0000 2024","2027","seungcheol said his father is a baseball fan so he has been watching baseball since he was young but he just recently became a fan and since he's from daegu the team that he's rooting for is samsung lions https://t.co/3X63z2Ye1u","1784891241122914468","https://pbs.twimg.com/amplify_video_thumb/1784886766081540096/img/fyjDbC7MAoF0LD8R.jpg","","en","에스쿱스 (S.COUPS)- 난 (Me) ","11","4","430","https://twitter.com/cscthnkr/status/1784891241122914468","1520426438750777344","cscthnkr"
"1784143880671183074","Sat Apr 27 08:53:43 +0000 2024","6078","Yoongi literally sat with the executives front row and center his song used as the opening track of the Samsung Unpacked event Lol sit down https://t.co/fqnEnciC3j","1784143880671183074","https://pbs.twimg.com/media/GMKHibDWAAAcm65.jpg","","en","Yoongi's heart","17","26","1243","https://twitter.com/onlyapobangpo/status/1784143880671183074","1576115950268686336","onlyapobangpo"
"1784984580455535028","Mon Apr 29 16:34:22 +0000 2024","1757","Samsung OneUI 6.1 vs Apple iOS 17 - Weather Application Who Did It Better? https://t.co/ufFlB4vHPE","1784984580455535028","https://pbs.twimg.com/media/GMWKAvIaEAAjfJW.jpg","","en","India","7","155","59","https://twitter.com/techdroider/status/1784984580455535028","1109079644","techdroider"
"1784639919496794416","Sun Apr 28 17:44:48 +0000 2024","105","google samsung twitter etc: phew! i'm exhausted! apple: https://t.co/PVvtGLuMLE","1784639919496794416","https://pbs.twimg.com/tweet_video_thumb/GMRQivkXIAA720M.jpg","","en","⚧︎☿⚦⚨⚥ HE/SHE !NO THEY/THEM!","0","4","10","https://twitter.com/autismpills/status/1784639919496794416","1584327716756721665","autismpills"
"1782385743135973560","Mon Apr 22 12:27:30 +0000 2024","2021","Samsung was forcefully coverted in Pakistan https://t.co/uBssizOO9x","1782385743135973560","https://pbs.twimg.com/media/GLxOYwZWMAEPrLA.jpg","","en","London, U.K.","23","76","325","https://twitter.com/arifaajakia/status/1782385743135973560","6528432","arifaajakia"
"1783885047218729464","Fri Apr 26 15:45:12 +0000 2024","225","He held a coffee paper cup and a Samsung s24+ within one hand https://t.co/tTvcMNW6k5","1783885047218729464","https://pbs.twimg.com/ext_tw_video_thumb/1783803551061352448/pu/img/Assivjm1OFKrnL2F.jpg","","en","She/They | 20+","17","0","33","https://twitter.com/S00BIEB00BIE/status/1783885047218729464","1635175969010114560","S00BIEB00BIE"
"1782346503769505983","Mon Apr 22 09:51:35 +0000 2024","24","wtf you mean samsung service hello?- https://t.co/KOIi4JaK0U","1782346503769505983","https://pbs.twimg.com/tweet_video_thumb/GLwqsdKXoAAProZ.jpg","","en","In a bottle","0","0","2","https://twitter.com/2ndRoundofSake/status/1782346503769505983","1769738704900292608","2ndRoundofSake"
"1784197307040510003","Sat Apr 27 12:26:01 +0000 2024","73","samsung few tweets au status: temen level 2 https://t.co/cyoPs0fLTM","1784197307040510003","https://pbs.twimg.com/media/GMK9-uCbwAA45OX.jpg","","en","any pronouns","4","1","13","https://twitter.com/fungiberdiri/status/1784197307040510003","1434777307328094211","fungiberdiri"
"1784906584155685143","Mon Apr 29 11:24:26 +0000 2024","120","Samsung is launching the same smartphone again and again. https://t.co/MOKBrLDAJl","1784906584155685143","https://pbs.twimg.com/media/GMVDD1sa8AEP3Ud.jpg","","en","","1","18","6","https://twitter.com/lakshyalark/status/1784906584155685143","1571428991449567233","lakshyalark"
"1783004839296774482","Wed Apr 24 05:27:34 +0000 2024","172","iPhone Users Vs Samsung https://t.co/sZW5lkHakR","1783004839296774482","https://pbs.twimg.com/media/GL6BcUDXEAAVKy-.jpg","","en","United States","10","26","152","https://twitter.com/maradonalomo/status/1783004839296774482","1317429980574384128","maradonalomo"
"1783883551181521077","Fri Apr 26 15:39:16 +0000 2024","83","This is my fav Samsung pic ever https://t.co/su7Un3E2Bz","1783883551181521077","https://pbs.twimg.com/media/GMGgorEXwAAh7R_.jpg","","en","🌌blermo snerk blimp bleed👽🌌","0","1","8","https://twitter.com/guyrafan/status/1783883551181521077","1617488437262548992","guyrafan"
"1784202548766781911","Sat Apr 27 12:46:51 +0000 2024","2208","Q7. What does FE stand for in #GalaxyS23FE? A. Flat Edition B. Future Edition C. Favourite Edition D. Fan Edition #GalaxyAI #GalaxyS23 #GalaxyS23FE #Samsung https://t.co/nabBGvHg5r","1784202548766781911","https://pbs.twimg.com/media/GMLCuQBWoAA1lGv.jpg","","en","Jammu And Kashmir, Punjab","555","2820","1538","https://twitter.com/stufflistings/status/1784202548766781911","2901317886","stufflistings"
"1783782968625967602","Fri Apr 26 08:59:35 +0000 2024","18","Samsung products will be the end of me ","1783782968625967602","","","en","My Peace ","1","5","4","https://twitter.com/Kossie___/status/1783782968625967602","1387344157908389889","Kossie___"
"1784822827763560586","Mon Apr 29 05:51:37 +0000 2024","248","Samsung is too slow https://t.co/Gs8RJjHdpZ","1784822827763560586","https://pbs.twimg.com/media/GMT25SbakAAX6r1.jpg","","en","🌍","0","14","19","https://twitter.com/yabhishekhd/status/1784822827763560586","1181389714831462401","yabhishekhd"
"1782673914646446394","Tue Apr 23 07:32:36 +0000 2024","26","#12 It's best not to stamp the cup if the Samsung table is loading &gt;:( https://t.co/ZTmBl63BAB","1782673914646446394","https://pbs.twimg.com/ext_tw_video_thumb/1782673888151019520/pu/img/a9ABS2HD0bwRB_PT.jpg","","en","","0","1","7","https://twitter.com/Jufi_12/status/1782673914646446394","1768698217603198976","Jufi_12"
"1782831641787806191","Tue Apr 23 17:59:21 +0000 2024","195","What do you need today? An iPhone Samsung Laptop AirPods JBL Speaker iWatch &amp; other gadgets accessories We ve got the best deals on all Uk used &amp; Brand new devices SWAP from old devices to new ones! BUY | SELL | SWAP Send a DM to get the best deals this week️ https://t.co/HjE6rvz970","1782831641787806191","https://pbs.twimg.com/media/GL3j32nWYAAuUHe.jpg","","en","Computer village ikeja Lagos","17","12","191","https://twitter.com/expressgadgets_/status/1782831641787806191","4816591632","expressgadgets_"
"1783990030517583985","Fri Apr 26 22:42:22 +0000 2024","113","Boycotts work Samsung closing it's 76 stores in Israel bravo https://t.co/jRtiOXa2CL","1783990030517583985","https://pbs.twimg.com/media/GMIBabZX0AAZZPZ.jpg","","en","Sydney 🇦🇺 ","3","9","54","https://twitter.com/jane_hurghada1/status/1783990030517583985","1066921226633994241","jane_hurghada1"
"1783084499212910949","Wed Apr 24 10:44:07 +0000 2024","68","she literally forgot the password since they started using SAMSUNG https://t.co/fU2TVSOBVE","1783084499212910949","https://pbs.twimg.com/media/GL7J5wDWoAAdgKn.jpg","","en","he/him 18","0","0","2","https://twitter.com/ayussera/status/1783084499212910949","1774823090150608896","ayussera"
"1783688365478760930","Fri Apr 26 02:43:40 +0000 2024","40","what do theses to colors remi- SIKE! Homer kill bart samsung https://t.co/elqFcsXbyu","1783688365478760930","https://pbs.twimg.com/tweet_video_thumb/GMDvGaKbQAAcNll.jpg","","en","","0","4","7","https://twitter.com/GyattFORCES/status/1783688365478760930","1687381431868379136","GyattFORCES"
"1783032769494630598","Wed Apr 24 07:18:34 +0000 2024","35","the samsung z flip 5 is so convenient to use as someone who often watches kdramas during commute &amp; does little screen time outside like I can watch my kdramas comfortably without other people overlooking on my screen https://t.co/9jiHSsdzBk","1783032769494630598","https://pbs.twimg.com/ext_tw_video_thumb/1783032373204090880/pu/img/Jv5nsQcvWjjKvSL1.jpg","","en","namgil-ed","2","6","0","https://twitter.com/ramyunim/status/1783032769494630598","1742590705930031104","ramyunim"
"1784609640870707443","Sun Apr 28 15:44:29 +0000 2024","47","Samsung Flip 3 Available https://t.co/MjK3t6cu6j","1784609640870707443","https://pbs.twimg.com/media/GMQ0fC2XEAApGsa.jpg","","en","Kampala, Uganda","0","6","18","https://twitter.com/felixofficialug/status/1784609640870707443","1489166809542455296","felixofficialug"
"1784200653146931429","Sat Apr 27 12:41:37 +0000 2024","196","@instablog9ja Samsung users https://t.co/PdYIrL4yLc","1784201233009451168","https://pbs.twimg.com/media/GMLBkOMXsAAp3ts.jpg","instablog9ja","en","Somewhere In Africa","2","5","5","https://twitter.com/tosan29_/status/1784201233009451168","1552267461021548544","tosan29_"
