"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1811314987505246356","Thu Jul 11 08:22:00 +0000 2024","5","ราคาก็คือ #SamsungGalaxyZFlip6 #SamsungZFold6 #SamsungUnpacked https://t.co/RRjjV4Uxra","1811314987505246356","https://pbs.twimg.com/media/GSMVYNFbsAAXVtH.jpg","","th","Bangkok, Thailand","1","4","2","https://x.com/kritzelei/status/1811314987505246356","104363743","kritzelei"
"1811234251221958994","Thu Jul 11 03:01:11 +0000 2024","962","#Giveaway Excited about the #SamsungUnpacked ? Share your thoughts for a chance to win our hottest products! -Follow &amp; Like &amp; RT -Vote below: Are you planning to buy the #samsungzfold6/#samsungzflip6? End on July 14 11:59 pm PST. 3 winners will be randomly chosen and get any https://t.co/eVIgtFOcEI","1811234251221958994","https://pbs.twimg.com/media/GSLKbX1bsAAjG7j.jpg","","en","Hongkong","17","570","873","https://x.com/Benks_Official/status/1811234251221958994","1273798896607617025","Benks_Official"
"1830598777683517757","Mon Sep 02 13:28:54 +0000 2024","0","Samsung Z Fold 6 İlk güncelleme... #ZFold6 #GalaxyZFold6 #SamsungZFold6 https://t.co/LAZa6inpCW","1830598777683517757","https://pbs.twimg.com/media/GWeX4u5XoAAsrmI.jpg","","de","Vahşi Batı","0","0","0","https://x.com/Dadaloglu_/status/1830598777683517757","331770099","Dadaloglu_"
"1814915584154308987","Sun Jul 21 06:49:29 +0000 2024","6"," Unveil the Future! Meet the #Aeroblade Kevlar Carbon Fibre Case for #SamsungZFold6! Features: Ultra-durable Kevlar Feather-light design Secure grip Precision fit 6 dazzling new designs Starts at just ₹3699 Grab 10% off with code KEVLAR ! https://t.co/e9VToXm7Ro","1814915584154308987","https://pbs.twimg.com/media/GS_gCW_W4AA9mAy.jpg","","en","India","0","1","1","https://x.com/AeroBlade_IN/status/1814915584154308987","1278720358443397122","AeroBlade_IN"
"1811715821267505214","Fri Jul 12 10:54:46 +0000 2024","185","ข่าวเนเน่กับซัมซุงช่องเวิร์คพอยท์ #nenevader #SamsungUnpacked #SamsungZFold6 https://t.co/pTAk1FxBqf","1811715821267505214","https://pbs.twimg.com/media/GSSB7w8bgAAhGSI.jpg","","th","","0","0","114","https://x.com/LunLaTimes/status/1811715821267505214","1308047530437951489","LunLaTimes"
"1811824943572586969","Fri Jul 12 18:08:23 +0000 2024","0","Samsung Galaxy Z Fold 6 Launched 6.3 HD+ 7.6 QXGA+ Dynamic AMOLED 2X 1Hz to 120Hz Glass Victus 2 50MP(OIS)+12MP(UV)+10MP(TP) 10MP+4MP(UD) Snapdragon 8 Gen 3 Android 14 ⭕One UI 6.1.1 NFC 4400mah 25W #SamsungUnpacked #GalaxyZFold6 #SamsungZFold6 #GalaxyAI https://t.co/Q7dcass0zu","1811824943572586969","https://pbs.twimg.com/media/GSTlLuPWUAAsT8i.jpg","","pl","new delhi,india","0","0","0","https://x.com/aditechzone/status/1811824943572586969","333872663","aditechzone"
"1805976385854578820","Wed Jun 26 14:48:18 +0000 2024","0","Pre-Reserve started for #samsung Z Fold 6 (voucher worth ₹7000) Z Flip 6 (voucher worth ₹3999) Galaxy Watch 7 (voucher worth ₹6499) Galaxy Buds 3 (voucher worth ₹2299) Launching on July 10 #galaxyunpacked #samsungzfold6 #samsungzflip6 #galaxywatch7 #galaxybuds3 https://t.co/IZkndfrOkY","1805976385854578820","https://pbs.twimg.com/media/GRAd86VW0AEP9BN.jpg","","en","","0","1","0","https://x.com/Lord_kakarot_7/status/1805976385854578820","1703509224972763136","Lord_kakarot_7"
"1798257171047780477","Wed Jun 05 07:34:54 +0000 2024","2","Samsung Galaxy Z Fold 6 and Z Flip 6 posters have been leaked online. #SamsungZFold6 #SamsungZFlip6 https://t.co/j7veK3JHV2","1798257171047780477","https://pbs.twimg.com/media/GPSxXFTasAA-FM1.jpg","","en","","0","0","0","https://x.com/TusharG98540565/status/1798257171047780477","1649663887367864320","TusharG98540565"
"1798364325872390553","Wed Jun 05 14:40:41 +0000 2024","0","Samsung Galaxy Z Fold 6 #idroidpark #idroidparkreviews #samsung #samsungzfold6 #ZFOLD6 https://t.co/2DATBp5l6C","1798364325872390553","https://pbs.twimg.com/media/GPUS0XYboAAvL9h.jpg","","in","United States","0","1","0","https://x.com/idroidpark/status/1798364325872390553","1504412320356716546","idroidpark"
"1811507464216674799","Thu Jul 11 21:06:50 +0000 2024","0","My friend have an older Samsung fold phone and I m obsessed already this #samsungzfold6 is a dream! Get me one please! https://t.co/UnvVIO1Z3t","1811507464216674799","https://pbs.twimg.com/media/GSPEb7NXUAEMDhw.jpg","","en","North Carolina, USA","0","0","0","https://x.com/eTuesdays/status/1811507464216674799","46984065","eTuesdays"
