"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1712959604953354512","Fri Oct 13 22:32:49 +0000 2023","1"," #samsungs22 https://t.co/C4JNQderWj","1712959604953354512","https://pbs.twimg.com/media/F8WnrKzXwAAaRc0.jpg","","qme","Dominican Republic","0","0","0","https://x.com/JPeralta___/status/1712959604953354512","620697921","JPeralta___"
"1612818977562009609","Tue Jan 10 14:29:43 +0000 2023","35","Level up #SamsungS22 https://t.co/6TmaVRjtud","1612818977562009609","https://pbs.twimg.com/media/FmHiTwbXwAADyCu.jpg","","en","Attacker Spawn","0","1","1","https://x.com/LitLaiba/status/1612818977562009609","852709597","LitLaiba"
"1719762732285870287","Wed Nov 01 17:06:01 +0000 2023","0","Yang Samsung Samsung aja #SamsungS22 https://t.co/nE7mAeiQtG","1719762732285870287","https://pbs.twimg.com/media/F93TFy3aEAAJ-uK.jpg","","in","Kalimantan Selatan, Indonesia","0","0","0","https://x.com/SayaSiMasDimas/status/1719762732285870287","1167984160775921666","SayaSiMasDimas"
"1664815721417699331","Sat Jun 03 02:06:13 +0000 2023","7","Lunita llena #Samsungs22 #moon @SamsungLatin https://t.co/j7qWlBkGiZ","1664815721417699331","https://pbs.twimg.com/media/FxqdEXzXgAcneC5.jpg","","es","Dominican Republic","1","0","1","https://x.com/JPeralta___/status/1664815721417699331","620697921","JPeralta___"
"1610614425496461313","Wed Jan 04 12:29:37 +0000 2023","23","Ranní procházka kousek od domova #samsungs22 #pribram https://t.co/tpQYVGm2fC","1610614425496461313","https://pbs.twimg.com/media/FloNRd1X0AM4L2z.jpg","","cs","Brdy, Česká republika","0","0","3","https://x.com/zdenek_pracny/status/1610614425496461313","1460872448484777984","zdenek_pracny"
"1624657515387715586","Sun Feb 12 06:31:51 +0000 2023","4","#SamsungS22 https://t.co/MdtFl5khnf","1624657515387715586","https://pbs.twimg.com/media/FovxY05acAARAo4.jpg","","qme","BHARAT","0","2","0","https://x.com/RajeshkThakka/status/1624657515387715586","1922281219","RajeshkThakka"
"1614907784046481408","Mon Jan 16 08:49:53 +0000 2023","7","️️ @Samsungindia #SamsungS22 #ShotonS22 #Nightphotography #Astrophotography @photography @digitalps #Moon #Naturalphotography https://t.co/jpresSIDPL","1614907784046481408","https://pbs.twimg.com/media/FmlOEM0aEAAloX2.jpg","","qme","","0","2","2","https://x.com/Anushka97469728/status/1614907784046481408","1290710186034790400","Anushka97469728"
"1696988111924863299","Wed Aug 30 20:47:49 +0000 2023","9","#bluemoon #samsungs22 https://t.co/KnyJqgA2cG","1696988111924863299","https://pbs.twimg.com/media/F4zpsbVWEAAg639.jpg","","qme","Ankara, Türkiye","0","0","0","https://x.com/boomerangg_/status/1696988111924863299","944265121","boomerangg_"
"1748339124942053632","Fri Jan 19 13:38:24 +0000 2024","14","Wandrin' #samsungphotography #samsungs22 https://t.co/K2wPO3tyTG","1748339124942053632","https://pbs.twimg.com/media/GENZIjjWMAA0nqg.jpg","","en","UK","0","0","24","https://x.com/1Georden/status/1748339124942053632","613479938","1Georden"
"1671011447147745283","Tue Jun 20 04:25:49 +0000 2023","20","#SamsungS22 EMI offer aa gya No Cost EMI for 24 Months Kya kahte aap?? https://t.co/RpH5j4pGVL","1671011447147745283","https://pbs.twimg.com/media/FzCgDjdacAAagJX.jpg","","tl","New Delhi, India","0","4","3","https://x.com/fastoye/status/1671011447147745283","4717761680","fastoye"
