"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1772629463420883426","Tue Mar 26 14:19:32 +0000 2024","8","ปุกาศ ขายซัมซุง S23U 8/256 ค่ะ เราใช้เอง ขาย เพราะ เราถนัด IOS มากกว่า เครื่องสภาพ 100% ซื้อ ตุลาคมปี 23 มีประกันของบานาน่า 3ปี มีกล่องให้ครบ เราไม่เคยทำหล่น กระแทกเลยค่ะ มีเคสให้ด้วย นัดรับได้ BTSจตุจักร #ซัมซุงมือสอง #ซัมซุงมือ2 #samsungzflip5 #samsungมือสอง #samsungมือ2 https://t.co/rBQgiJfciy","1772629463420883426","https://pbs.twimg.com/media/GJmlGBtaYAA71J2.jpg","","th","ประเทศไทย","1","3","2","https://x.com/popeye28062536/status/1772629463420883426","2834119849","popeye28062536"
"1832358988698284276","Sat Sep 07 10:03:21 +0000 2024","1","おかえり、ワテシのパカパカスマホちゃん #GalaxyZFlip5 #SAMSUNG #SamsungZFlip5 https://t.co/2cHR2h1qDw","1832358988698284276","https://pbs.twimg.com/media/GW3YyjvWYAAKjyH.jpg","","ja","TOKYO","1","0","0","https://x.com/5thic_show69/status/1832358988698284276","145923962","5thic_show69"
"1645571736228839428","Mon Apr 10 23:37:29 +0000 2023","4","Así se vería el diseño del Z Flip 5 según las filtraciones recientes los colores también serían los oficiales. #Tecnologia #Samsung #SamsungZFlip #Zflip5 #SamsungZFlip5 https://t.co/784o4gc8jF","1645571736228839428","https://pbs.twimg.com/media/FtY-xbpWYAEVcA_.jpg","","es","Torreón, Coahuila de Zaragoza","0","0","1","https://x.com/soyrossmendoza/status/1645571736228839428","1275858897295859714","soyrossmendoza"
"1740247587738071368","Thu Dec 28 05:45:31 +0000 2023","292","28122023 || IGS Update : jr.joonior 1/2 ️ งาน Christmas กับ Samsung z flip5 จากทีมโปรดักชั่น สุดเริ่ดจากพี่จูเนียร์ ใครสนใจติดต่อทีมพี่เค้าได้ที่ @.hellohellotest.house เลยค่าา #samsungzflip5 #ต้าห์อู๋ #DAOU #oueiija #ต้าห์อู๋หอหีบการันต์ #ไดโน่ของต้าห์อู๋ https://t.co/M1OHlTMnGr","1740247587738071368","https://pbs.twimg.com/media/GCaZ85XbcAAsClN.jpg","","und","FOR WORK : 099-0251561 (K.ซาย)","2","1","255","https://x.com/DAOUOFFICIALFC/status/1740247587738071368","1532239447118721024","DAOUOFFICIALFC"
"1711415396689961101","Mon Oct 09 16:16:41 +0000 2023","1","#samsungZFlip5 https://t.co/PQ76qXKD11","1711415396689961101","https://pbs.twimg.com/media/F8ArOvpWIAEWIVm.jpg","","qme","","0","0","0","https://x.com/rmjbrentjes/status/1711415396689961101","1570119104773644288","rmjbrentjes"
"1693442376415777106","Mon Aug 21 01:58:19 +0000 2023","2","#samsungzflip5 https://t.co/CYtEUsCAst","1693442376415777106","https://pbs.twimg.com/media/F4BQ3FbaEAAykah.jpg","","qme","Dreamland","0","0","0","https://x.com/didiahh/status/1693442376415777106","42370620","didiahh"
"1698959671217000676","Tue Sep 05 07:22:05 +0000 2023","0","#JoinTheFlipSide #UnfoldYourWorld #Samsung #SamsungZflip5 #SamsungZfold5 https://t.co/WOL8zs8UtI","1698959671217000676","https://pbs.twimg.com/media/F5Pq0LyawAACYL-.jpg","","qme","manila, philippines","0","0","0","https://x.com/verdiyah/status/1698959671217000676","523667848","verdiyah"
"1685901257339244544","Mon Jul 31 06:32:36 +0000 2023","120","Moto Razr 40 Ultra vs Samsung Flip 5...I feel just the chipset of Flip 5 is better otherwise Moto is much better. What to do you ? #SamsungZFlip5 #MotoRazr40Ultra https://t.co/I1rvEyBHDP","1685901257339244544","https://pbs.twimg.com/media/F2WGQf0XgAARsVK.jpg","","en","Dubai, United Arab Emirates","0","12","10","https://x.com/KaroulSahil/status/1685901257339244544","1171635302940545024","KaroulSahil"
"1781656211667996789","Sat Apr 20 12:08:37 +0000 2024","0","New: Samsung Galaxy Z Flip5 Skins https://t.co/Ecfn3qnE0j Styles and protects from scratches with zero bulk. #samsung #samsunggalaxy #galaxyzflip #galaxyzflip5 #galaxyflipz #samsungzflip5 https://t.co/Y427crv6hY","1781656211667996789","https://pbs.twimg.com/media/GLm2vspWAAAZF4f.jpg","","en","USA","0","0","0","https://x.com/iStylescom/status/1781656211667996789","19503951","iStylescom"
"1717208627218411939","Wed Oct 25 15:56:55 +0000 2023","0","I did that... #SamsungZFlip5 https://t.co/uADKuzv1S0","1717208627218411939","https://pbs.twimg.com/media/F9TAJGRWwAAr9C6.jpg","","en","London, England","0","1","0","https://x.com/PandysPlace/status/1717208627218411939","1317540559","PandysPlace"
"1745707261241270352","Fri Jan 12 07:20:19 +0000 2024","5","WTS HP SAMSUNG Z Flip 5 - RAM 8gb/512 gb - Samsung Care+ (asuransi 1 tahun 18 agust 24 - 18 agust 2025 waktu beli harga 499.000) - Jarang di pake (cuma buat mbanking dan netflix) - masih mulus tidak pernah jatuh - lengkap box dan kabel casan #zonauang #samsungZflip5 https://t.co/vk5Q0an6fh","1745707261241270352","https://pbs.twimg.com/media/GDn_fuCbkAAHt1Z.jpg","","in","Mark 9:23","1","1","6","https://x.com/friscilacila/status/1745707261241270352","185221218","friscilacila"
"1682348146003787776","Fri Jul 21 11:13:49 +0000 2023","33","What is Samsung cooking? Fada LAWD!!!#SamsungZFlip5 https://t.co/Q8MJPNo9cG","1682348146003787776","https://pbs.twimg.com/media/F1jmuAxXoAAzhmt.jpg","","en","","0","4","4","https://x.com/KneWKeeD/status/1682348146003787776","143636182","KneWKeeD"
